season,method,mu,theta,sigma,stat_sd,loglik
2023-24,OLS,6.451219512195122,2.995732273553991,32.986392659192155,13.476227298399694,-326.3778061606457
2023-24,MLE,6.567901461741847,32.88710320312549,108.95750774633301,13.434742670875268,-325.35939062543946
2024-25,OLS,5.168574623289496,2.474782846980128,29.148951303532883,13.102054097036268,-322.040287314299
2024-25,MLE,5.168574242931076,2.474783053202117,28.78683960615777,12.93928931303777,-322.02773457497955
